windowSize,participant,group,DOB (DD/MM/YEAR),session,date,expName,psychopyVersion,OS,frameRate,typing_instr_resp.keys,typing_instr_resp.rt,typing_response,typing_rt,typing_score,typingSpeed_input_resp.keys,typingSpeed_input_resp.rt,typing_speed_trials.thisRepN,typing_speed_trials.thisTrialN,typing_speed_trials.thisN,typing_speed_trials.thisIndex,typing_speed_trials.ran,typing_speed_stim,typing_report_resp.keys,typing_report_resp.rt,vpt_trial_resp1.keys,vpt_trial_resp1.rt,typedResponse,fluency_rt,fluency_score,fluencyInputResp.keys,fluencyInputResp.rt,fluencyPracLoop.thisRepN,fluencyPracLoop.thisTrialN,fluencyPracLoop.thisN,fluencyPracLoop.thisIndex,fluencyPracLoop.ran,problem,answers,fluencyLoop.thisRepN,fluencyLoop.thisTrialN,fluencyLoop.thisN,fluencyLoop.thisIndex,fluencyLoop.ran,sampleAudio_resp.keys,sampleAudio_resp.rt,subjResponse,audio_rt,DS_score,inputResp.keys,inputResp.rt,audioPracticeLoop.thisRepN,audioPracticeLoop.thisTrialN,audioPracticeLoop.thisN,audioPracticeLoop.thisIndex,audioPracticeLoop.ran,digitSpan,digits_audioStim,soundsFile,typeDS,audioTrials_Loop.thisRepN,audioTrials_Loop.thisTrialN,audioTrials_Loop.thisN,audioTrials_Loop.thisIndex,audioTrials_Loop.ran,audioBlocks_loop.thisRepN,audioBlocks_loop.thisTrialN,audioBlocks_loop.thisN,audioBlocks_loop.thisIndex,audioBlocks_loop.ran,ConditionFile,digitSpanTask_loop.thisRepN,digitSpanTask_loop.thisTrialN,digitSpanTask_loop.thisN,digitSpanTask_loop.thisIndex,digitSpanTask_loop.ran,dsFile,TASK_C.thisRepN,TASK_C.thisTrialN,TASK_C.thisN,TASK_C.thisIndex,TASK_C.ran,controlTaskOrder.thisRepN,controlTaskOrder.thisTrialN,controlTaskOrder.thisN,controlTaskOrder.thisIndex,controlTaskOrder.ran,nRepsTask1,nRepsTask2,nRepsTask3,stroopResp.keys,stroopResp.corr,stroopResp.rt,stroopPracLoop.thisRepN,stroopPracLoop.thisTrialN,stroopPracLoop.thisN,stroopPracLoop.thisIndex,stroopPracLoop.ran,stroopCond,leftNo,rightNo,displayProblem,numDistance,leftNo_size,rightNo_size,Dims,keyAnswer,stroopLoop.thisRepN,stroopLoop.thisTrialN,stroopLoop.thisN,stroopLoop.thisIndex,stroopLoop.ran,stroopBlocks.thisRepN,stroopBlocks.thisTrialN,stroopBlocks.thisN,stroopBlocks.thisIndex,stroopBlocks.ran,stroop_condition,stroop_pracFile,ActionInst,instrImage,TASK_A.thisRepN,TASK_A.thisTrialN,TASK_A.thisN,TASK_A.thisIndex,TASK_A.ran,vptCorrect,vpt_rt,respMouse.x,respMouse.y,respMouse.leftButton,respMouse.midButton,respMouse.rightButton,vptPracticeLoop.thisRepN,vptPracticeLoop.thisTrialN,vptPracticeLoop.thisN,vptPracticeLoop.thisIndex,vptPracticeLoop.ran,trialType,tiles,rows,cols,vptTrialLoop.thisRepN,vptTrialLoop.thisTrialN,vptTrialLoop.thisN,vptTrialLoop.thisIndex,vptTrialLoop.ran,noOfBlocks,TASK_B.thisRepN,TASK_B.thisTrialN,TASK_B.thisN,TASK_B.thisIndex,TASK_B.ran,veriStim_resp.keys,veriStim_resp.corr,veriStim_resp.rt,verificationPracLoop.thisRepN,verificationPracLoop.thisTrialN,verificationPracLoop.thisN,verificationPracLoop.thisIndex,verificationPracLoop.ran,mult_problem,mult_answer,mult_type,error_distance,interferenceScore,problemType,interferenceLevel,problemSize,img_leftButton,img_rightButton,veriLoop.thisRepN,veriLoop.thisTrialN,veriLoop.thisN,veriLoop.thisIndex,veriLoop.ran,veriBlock.thisRepN,veriBlock.thisTrialN,veriBlock.thisN,veriBlock.thisIndex,veriBlock.ran,verificationFiles,end_resp.keys,end_resp.rt
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64738,3.3328,1,"[""6"",""4"",""7"",""3"",""8"",""return""]","[1.0566999999880409,1.8341000000237955,2.375499999999988,2.784100000023841,3.100900000035722,3.300199999988081]",,,,,,5,64738,Audio/64738.mp3,EGNER,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,digitSpan_stim/fiveAudio.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396172,2.8379,1,"[""3"",""9"",""6"",""1"",""7"",""2"",""return""]","[0.6438999999761563,1.034099999964269,1.3476999999880945,1.888599999964299,2.201000000000022,2.547599999964291,2.80030000001193]",,,,,,6,396172,Audio/396172.mp3,EGNER,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594361,3.6714,0,"[""5"",""9"",""4"",""3"",""6"",""1"",""return""]","[0.20510000002389006,0.7674000000357637,1.2813000000119246,2.604100000023891,2.9392000000477765,3.373800000012011,3.6240000000000236]",,,,,,6,594631,Audio/594631.mp3,EGNER,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,digitSpan_stim/sixAudio.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8249173,6.1153,0,"[""8"",""2"",""4"",""9"",""1"",""7"",""2"",""backspace"",""3"",""return""]","[1.2348999999761645,1.7341000000238864,2.0973999999762327,3.0008000000119637,3.5041000000238682,3.9946000000238655,4.524000000000001,5.534899999976233,5.832800000011957,6.0731999999881054]",,,,,,7,8241973,Audio/8241973.mp3,EGNER,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281437,7.5551,0,"[""2"",""8"",""1"",""4"",""3"",""7"",""return""]","[3.167500000000018,4.337999999999965,5.167500000000018,5.999000000000024,6.583600000023807,6.850699999988024,7.51689999997609]",,,,,,7,2814367,Audio/2814367.mp3,EGNER,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egner,,,,,,,,,,,,,,,0,0,0,0,1,digitSpan_stim/Egner.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1.5997,1,"[""9"",""7"",""return""]","[1.0004999999999882,1.127200000047651,1.55110000002378]",,,,,,2,97,Audio/97.mp3,WAIS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0.8801,1,"[""6"",""3"",""return""]","[0.5055000000000973,0.6336999999881527,0.8338999999762109]",,,,,,2,63,Audio/63.mp3,WAIS,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,digitSpan_stim/twoWAIS.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,1.2385,1,"[""5"",""8"",""2"",""return""]","[0.4674999999999727,0.5840999999642236,1.06719999998802,1.2002999999523354]",,,,,,3,582,Audio/582.mp3,WAIS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,1.1213,1,"[""6"",""9"",""4"",""return""]","[0.46760000002382185,0.6676000000238673,0.9248000000119418,1.0839999999999463]",,,,,,3,694,Audio/694.mp3,WAIS,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,digitSpan_stim/threeWAIS.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7286,1.5658,1,"[""7"",""2"",""8"",""6"",""return""]","[0.3838999999761654,0.6505999999642427,0.9004999999999654,1.1671999999880427,1.5253000000119528]",,,,,,4,7286,Audio/7286.mp3,WAIS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6439,1.552,1,"[""6"",""4"",""3"",""9"",""return""]","[0.46740000003580917,0.7644999999999982,0.91700000000003,1.2009000000357446,1.5168000000119264]",,,,,,4,6439,Audio/6439.mp3,WAIS,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,digitSpan_stim/fourWAIS.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42731,4.3317,1,"[""4"",""2"",""7"",""3"",""1"",""return""]","[2.368199999988178,2.8433999999762136,3.443099999964261,3.750499999999988,4.008699999988153,4.292599999964295]",,,,,,5,42731,Audio/42731.mp3,WAIS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75836,3.66,1,"[""7"",""5"",""8"",""3"",""6"",""return""]","[1.1922000000477055,2.090100000023881,2.7552000000476937,3.0677000000476937,3.2608000000119546,3.6223000000119328]",,,,,,5,75836,Audio/75836.mp3,WAIS,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,digitSpan_stim/fiveWAIS.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392847,3.7378,0,"[""3"",""9"",""2"",""8"",""4"",""7"",""return""]","[1.051499999999919,1.5225999999642,2.0178999999760663,2.6831999999880054,3.1345000000000027,3.3339999999999463,3.688699999987989]",,,,,,6,392487,Audio/392487.mp3,WAIS,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691473,4.7041,0,"[""6"",""9"",""1"",""4"",""7"",""3"",""return""]","[1.5054999999999836,2.1006999999880236,2.62219999998797,3.0216999999880727,3.9529999999999745,4.265600000023824,4.650999999999954]",,,,,,6,619473,Audio/619473.mp3,WAIS,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAIS,,,,,,,,,,,,,,,0,1,1,1,1,digitSpan_stim/WAIS.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,space,2.4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9408,0,0,0,2,1,practice,4,9,4 | 9,5,0.06,0.06,neutral,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5068,0,1,1,0,1,practice,1,2,1 | 2,1,0.05,0.065,congruent,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.4292,0,2,2,1,1,practice,7,8,7 | 8,1,0.065,0.05,incongruent,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.6785,,,,,,magnitude,8,6,8 | 6,2,0.05,0.065,incongruent,left,0,0,0,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.137,,,,,,magnitude,1,2,1 | 2,1,0.06,0.06,neutral,right,0,1,1,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.5774,,,,,,magnitude,8,3,8 | 3,5,0.065,0.05,congruent,left,0,2,2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.647,,,,,,magnitude,1,3,1 | 3,2,0.06,0.06,neutral,right,0,3,3,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.794,,,,,,magnitude,8,9,8 | 9,1,0.065,0.05,incongruent,right,0,4,4,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.4021,,,,,,magnitude,6,8,6 | 8,2,0.06,0.06,neutral,right,0,5,5,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,2.3958,,,,,,magnitude,8,3,8 | 3,5,0.06,0.06,neutral,left,0,6,6,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.8776,,,,,,magnitude,2,7,2 | 7,5,0.065,0.05,incongruent,right,0,7,7,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.5478,,,,,,magnitude,9,8,9 | 8,1,0.05,0.065,incongruent,left,0,8,8,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.2275,,,,,,magnitude,7,9,7 | 9,2,0.06,0.06,neutral,right,0,9,9,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6616,,,,,,magnitude,3,8,3 | 8,5,0.05,0.065,congruent,right,0,10,10,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.6276,,,,,,magnitude,3,4,3 | 4,1,0.065,0.05,incongruent,right,0,11,11,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,957558488938,CAB,05/10/2001,001,2023-04-18_22h59.14.471,OS3_Mult_verification,2022.2.4,Win32,59.82650314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.5475,,,,,,magnitude,3,1,3 | 1,2,0.06,0.06,neutral,left,0,12,12,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
